frame,num_particles,solver_iters,max_neighbors,sort_every_n,sim_ms_gpu,clear,points_speed,present,gpu_0,render_ms,frame_ms,fps,profile
1729,1.024e+06,2,64,1,-1,0.1771,0.0005,0.2243,0.004096,13.2739,14.7062,67.9985,""
1730,1.024e+06,2,64,1,-1,0.1442,0.0004,0.1722,0.004064,13.8094,14.8731,67.2355,""
1731,1.024e+06,2,64,1,-1,0.1695,0.0006,0.2288,0.004096,13.642,14.8494,67.3428,""
1732,1.024e+06,2,64,1,-1,0.1618,0.0006,0.2139,0.003072,13.7136,14.7366,67.8583,""
1733,1.024e+06,2,64,1,-1,0.1352,0.0005,0.1676,0.003072,13.7049,14.7658,67.7241,""
1734,1.024e+06,2,64,1,-1,0.1686,0.0005,0.2265,0.004096,13.6276,14.7248,67.9126,""
1735,1.024e+06,2,64,1,-1,0.1909,0.0006,0.2552,0.004096,12.8138,14.7103,67.9796,""
1736,1.024e+06,2,64,1,-1,0.1385,0.0005,0.1694,0.003072,13.6884,14.733,67.8748,""
1737,1.024e+06,2,64,1,-1,0.17,0.0006,0.2281,0.003072,13.6084,14.6416,68.2985,""
1738,1.024e+06,2,64,1,-1,0.1683,0.0005,0.2175,0.004096,13.5776,14.6239,68.3812,""
1739,1.024e+06,2,64,1,-1,0.187,0.0007,0.2737,0.003072,12.7976,14.5807,68.5838,""
1740,1.024e+06,2,64,1,-1,0.1508,0.0005,0.1639,0.003072,13.5004,14.6721,68.1566,""
1741,1.024e+06,2,64,1,-1,0.1726,0.0006,0.2306,0.003072,13.3807,14.6756,68.1403,""
1742,1.024e+06,2,64,1,-1,0.1966,0.0014,0.2635,0.003072,13.49,14.7291,67.8928,""
1743,1.024e+06,2,64,1,-1,0.1769,0.0007,0.2514,0.003072,13.7693,14.9799,66.7561,""
1744,1.024e+06,2,64,1,-1,0.1783,0.0007,0.2355,0.004096,13.1787,14.7766,67.6746,""
1745,1.024e+06,2,64,1,-1,0.1622,0.0005,0.3105,0.003072,13.7092,14.8309,67.4268,""
1746,1.024e+06,2,64,1,-1,0.1966,0.0006,0.2387,0.004096,13.6602,14.698,68.0365,""
1747,1.024e+06,2,64,1,-1,0.1897,0.0006,0.3747,0.003072,13.4316,15.2068,65.7601,""
1748,1.024e+06,2,64,1,-1,0.2045,0.0006,0.3081,0.003072,13.1061,14.8455,67.3605,""
1749,1.024e+06,2,64,1,-1,0.1338,0.0006,0.1704,0.004096,13.6984,14.6204,68.3976,""
1750,1.024e+06,2,64,1,-1,0.1749,0.0006,0.2504,0.004096,14.1267,15.27,65.4879,""
1751,1.024e+06,2,64,1,-1,0.2193,0.0007,0.2851,0.003072,13.3369,14.6178,68.4097,""
1752,1.024e+06,2,64,1,-1,0.1714,0.0006,0.2274,0.004,13.5425,14.6832,68.105,""
1753,1.024e+06,2,64,1,-1,0.134,0.0005,0.1712,0.004096,13.5998,14.8404,67.3836,""
1754,1.024e+06,2,64,1,-1,0.1628,0.0005,0.2239,0.003072,13.4529,14.5936,68.5232,""
1755,1.024e+06,2,64,1,-1,0.2002,0.0007,0.2394,0.003072,13.2731,14.6196,68.4013,""
1756,1.024e+06,2,64,1,-1,0.1649,0.0006,0.229,0.004096,13.6315,14.9676,66.811,""
1757,1.024e+06,2,64,1,-1,0.1466,0.0005,0.2251,0.004096,13.4669,14.7181,67.9436,""
1758,1.024e+06,2,64,1,-1,0.1747,0.0006,0.3104,0.004096,13.1655,14.7825,67.6476,""
1759,1.024e+06,2,64,1,-1,0.1798,0.0006,0.2358,0.003072,13.4419,14.7114,67.9745,""
1760,1.024e+06,2,64,1,-1,0.1331,0.0005,0.1727,0.004096,13.6148,14.5956,68.5138,""
1761,1.024e+06,2,64,1,-1,0.1706,0.0006,0.2249,0.003072,13.7609,14.7886,67.6197,""
1762,1.024e+06,2,64,1,-1,0.1898,0.0007,0.263,0.004096,13.4903,14.6261,68.3709,""
1763,1.024e+06,2,64,1,-1,0.1347,0.0006,0.1762,0.004096,13.6865,14.6395,68.3083,""
1764,1.024e+06,2,64,1,-1,0.1953,0.0006,0.3159,0.003072,13.3337,14.6596,68.2147,""
1765,1.024e+06,2,64,1,-1,0.1292,0.0005,0.1739,0.003072,13.4729,14.6498,68.2603,""
1766,1.024e+06,2,64,1,-1,0.1664,0.0006,0.2247,0.003072,13.4683,14.6624,68.2017,""
1767,1.024e+06,2,64,1,-1,0.202,0.0006,0.2802,0.003072,12.8741,14.6209,68.3952,""
1768,1.024e+06,2,64,1,-1,0.137,0.0005,0.1757,0.003072,13.5541,14.6977,68.0379,""
1769,1.024e+06,2,64,1,-1,0.1641,0.0005,0.215,0.003072,13.5741,14.8264,67.4473,""
1770,1.024e+06,2,64,1,-1,0.1982,0.0006,0.2567,0.004096,12.9952,14.6904,68.0717,""
1771,1.024e+06,2,64,1,-1,0.139,0.0005,0.1729,0.003072,13.7205,14.6781,68.1287,""
1772,1.024e+06,2,64,1,-1,0.162,0.0006,0.2336,0.003072,13.3752,14.7149,67.9583,""
1773,1.024e+06,2,64,1,-1,0.145,0.0007,0.1675,0.004096,13.34,14.6476,68.2706,""
1774,1.024e+06,2,64,1,-1,0.1372,0.0006,0.1692,0.004096,14.0001,15.0918,66.2611,""
1775,1.024e+06,2,64,1,-1,0.1946,0.0007,0.2718,0.003072,13.4788,15.3168,65.2878,""
1776,1.024e+06,2,64,1,-1,0.1992,0.0006,0.2589,0.003072,12.8058,14.6502,68.2585,""
1777,1.024e+06,2,64,1,-1,0.193,0.0006,0.2724,0.004096,12.959,14.5911,68.5349,""
1778,1.024e+06,2,64,1,-1,0.1732,0.0007,0.2513,0.003072,12.9421,14.6148,68.4238,""
1779,1.024e+06,2,64,1,-1,0.1801,0.0006,0.2266,0.004096,14.1956,15.2751,65.466,""
1780,1.024e+06,2,64,1,-1,0.1669,0.0005,0.2242,0.004,13.5696,14.7116,67.9736,""
1781,1.024e+06,2,64,1,-1,0.1585,0.0006,0.2938,0.003072,13.9995,15.1258,66.1122,""
1782,1.024e+06,2,64,1,-1,0.1741,0.0005,0.2225,0.004096,13.8006,14.8364,67.4018,""
1783,1.024e+06,2,64,1,-1,0.1928,0.0006,0.2267,0.003072,13.5291,14.6181,68.4083,""
1784,1.024e+06,2,64,1,-1,0.1799,0.0006,0.2246,0.003072,13.7908,14.7918,67.605,""
1785,1.024e+06,2,64,1,-1,0.1728,0.0005,0.2266,0.003072,13.776,14.9743,66.7811,""
1786,1.024e+06,2,64,1,-1,0.1372,0.0005,0.1677,0.004096,13.5996,14.7051,68.0036,""
1787,1.024e+06,2,64,1,-1,0.1672,0.0005,0.2141,0.003072,13.5325,14.8205,67.4741,""
1788,1.024e+06,2,64,1,-1,0.1676,0.0005,0.26,0.004096,14.0121,15.0772,66.3253,""
1789,1.024e+06,2,64,1,-1,0.1357,0.0005,0.1656,0.004096,13.716,14.6464,68.2762,""
1790,1.024e+06,2,64,1,-1,0.1654,0.0006,0.2252,0.003072,13.4357,14.745,67.8196,""
1791,1.024e+06,2,64,1,-1,0.1718,0.0005,0.2296,0.003072,13.338,14.6452,68.2818,""
1792,1.024e+06,2,64,1,-1,0.1393,0.0006,0.1664,0.003072,13.7913,14.7798,67.6599,""
1793,1.024e+06,2,64,1,-1,0.1683,0.0007,0.2188,0.003072,13.8338,14.7485,67.8035,""
1794,1.024e+06,2,64,1,-1,0.1326,0.0005,0.1693,0.003072,13.7287,14.6531,68.2449,""
1795,1.024e+06,2,64,1,-1,0.1701,0.0006,0.2267,0.003072,13.9778,15.1325,66.0829,""
1796,1.024e+06,2,64,1,-1,0.1733,0.0006,0.2176,0.003072,13.5604,14.7116,67.9736,""
1797,1.024e+06,2,64,1,-1,0.1972,0.0007,0.2612,0.004096,12.7512,14.5795,68.5895,""
1798,1.024e+06,2,64,1,-1,0.201,0.0007,0.2431,0.003072,12.9412,14.6859,68.0925,""
1799,1.024e+06,2,64,1,-1,0.1328,0.0005,0.1597,0.003072,13.438,14.6333,68.3373,""
1800,1.024e+06,2,64,1,-1,0.1625,0.0006,0.2485,0.004096,13.572,14.766,67.7231,""
1801,1.024e+06,2,64,1,-1,0.1604,0.0006,0.2308,0.004,14.0682,15.1574,65.9744,""
1802,1.024e+06,2,64,1,-1,0.1798,0.0006,0.2732,0.004096,13.2145,14.7345,67.8679,""
1803,1.024e+06,2,64,1,-1,0.1705,0.0006,0.2387,0.003072,13.465,14.6034,68.4772,""
1804,1.024e+06,2,64,1,-1,0.1611,0.0005,0.2206,0.003072,13.5383,14.6505,68.2571,""
1805,1.024e+06,2,64,1,-1,0.1401,0.0005,0.1621,0.003072,13.6829,14.8082,67.5302,""
1806,1.024e+06,2,64,1,-1,0.1798,0.0006,0.2375,0.003072,13.4904,14.6477,68.2701,""
1807,1.024e+06,2,64,1,-1,0.1361,0.0005,0.2121,0.003072,13.9472,14.7686,67.7112,""
1808,1.024e+06,2,64,1,-1,0.191,0.0006,0.2603,0.003072,13.3401,14.6475,68.271,""
1809,1.024e+06,2,64,1,-1,0.1323,0.0005,0.2087,0.004096,13.745,14.6568,68.2277,""
1810,1.024e+06,2,64,1,-1,0.1354,0.0005,0.1657,0.003072,13.7973,14.7623,67.7401,""
1811,1.024e+06,2,64,1,-1,0.1617,0.0006,0.2134,0.003072,13.5663,14.7386,67.849,""
1812,1.024e+06,2,64,1,-1,0.1756,0.0007,0.1888,0.003072,13.6765,14.5926,68.5279,""
1813,1.024e+06,2,64,1,-1,0.1659,0.0005,0.2148,0.004064,13.469,14.7415,67.8357,""
1814,1.024e+06,2,64,1,-1,0.1911,0.0008,0.2531,0.003072,12.9775,14.756,67.769,""
1815,1.024e+06,2,64,1,-1,0.143,0.0006,0.1775,0.004096,13.6881,14.7325,67.8771,""
1816,1.024e+06,2,64,1,-1,0.134,0.0005,0.1716,0.004096,13.9713,14.8145,67.5014,""
1817,1.024e+06,2,64,1,-1,0.1656,0.0006,0.2114,0.003072,13.4558,14.6112,68.4406,""
1818,1.024e+06,2,64,1,-1,0.1351,0.0005,0.1737,0.003072,13.5461,14.7374,67.8546,""
1819,1.024e+06,2,64,1,-1,0.1647,0.0006,0.2307,0.003072,13.7827,15.1188,66.1428,""
1820,1.024e+06,2,64,1,-1,0.1667,0.0005,0.2259,0.004096,13.1173,14.605,68.4697,""
1821,1.024e+06,2,64,1,-1,0.1702,0.0006,0.2255,0.003072,13.5156,14.7062,67.9985,""
1822,1.024e+06,2,64,1,-1,0.1767,0.0006,0.2246,0.003072,13.5646,14.6673,68.1789,""
1823,1.024e+06,2,64,1,-1,0.166,0.0006,0.2108,0.003072,13.454,14.6682,68.1747,""
1824,1.024e+06,2,64,1,-1,0.1561,0.0005,0.1768,0.004096,13.6463,14.6872,68.0865,""
1825,1.024e+06,2,64,1,-1,0.1605,0.0006,0.2608,0.003072,13.2478,14.5582,68.6898,""
1826,1.024e+06,2,64,1,-1,0.1329,0.0005,0.1746,0.003072,13.8127,14.6953,68.049,""
1827,1.024e+06,2,64,1,-1,0.1687,0.0005,0.2003,0.003072,13.8927,14.645,68.2827,""
1828,1.024e+06,2,64,1,-1,0.1875,0.0007,0.278,0.003072,13.6213,15.2979,65.3684,""
1829,1.024e+06,2,64,1,-1,0.1657,0.0007,0.2202,0.004096,13.5036,14.6635,68.1965,""
1830,1.024e+06,2,64,1,-1,0.1431,0.0006,0.1681,0.004032,13.5291,14.65,68.2594,""
1831,1.024e+06,2,64,1,-1,0.1633,0.0006,0.2101,0.004096,13.4618,14.6769,68.1343,""
1832,1.024e+06,2,64,1,-1,0.1389,0.0006,0.1749,0.003072,13.6166,14.6304,68.3508,""
1833,1.024e+06,2,64,1,-1,0.1439,0.0005,0.1773,0.003072,13.7589,14.7505,67.7943,""
1834,1.024e+06,2,64,1,-1,0.1654,0.0006,0.2332,0.003072,13.2057,14.6683,68.1742,""
1835,1.024e+06,2,64,1,-1,0.1369,0.0006,0.1696,0.003072,14.4421,15.4971,64.5282,""
1836,1.024e+06,2,64,1,-1,0.1349,0.0005,0.1627,0.003072,13.5226,14.856,67.3129,""
1837,1.024e+06,2,64,1,-1,0.1724,0.0005,0.2088,0.003072,13.4734,14.7152,67.9569,""
1838,1.024e+06,2,64,1,-1,0.165,0.0005,0.2328,0.003072,13.436,14.7777,67.6695,""
1839,1.024e+06,2,64,1,-1,0.138,0.0005,0.2032,0.003072,13.5518,14.6224,68.3882,""
1840,1.024e+06,2,64,1,-1,0.166,0.0004,0.2225,0.003072,13.2278,14.6477,68.2701,""
1841,1.024e+06,2,64,1,-1,0.1616,0.0006,0.2336,0.003072,13.7667,14.7136,67.9643,""
1842,1.024e+06,2,64,1,-1,0.1358,0.0005,0.1648,0.004096,13.7624,14.7457,67.8164,""
1843,1.024e+06,2,64,1,-1,0.1632,0.0007,0.3212,0.004,13.7798,14.8302,67.43,""
1844,1.024e+06,2,64,1,-1,0.1791,0.0006,0.225,0.003072,13.4933,14.5652,68.6568,""
1845,1.024e+06,2,64,1,-1,0.1543,0.0007,0.2431,0.004096,13.1935,14.5886,68.5467,""
1846,1.024e+06,2,64,1,-1,0.1636,0.0006,0.2081,0.003072,13.1729,14.5134,68.9018,""
1847,1.024e+06,2,64,1,-1,0.1841,0.0006,0.2878,0.004096,13.1089,14.5938,68.5222,""
1848,1.024e+06,2,64,1,-1,0.1702,0.0006,0.2324,0.004096,13.4912,14.6372,68.3191,""
1849,1.024e+06,2,64,1,-1,0.1689,0.0006,0.216,0.003072,13.56,14.8685,67.2563,""
1850,1.024e+06,2,64,1,-1,0.1697,0.0005,0.2309,0.003072,13.3234,14.6206,68.3966,""
1851,1.024e+06,2,64,1,-1,0.1637,0.0006,0.228,0.004096,13.6691,14.795,67.5904,""
1852,1.024e+06,2,64,1,-1,0.15,0.0005,0.1726,0.003072,13.5526,14.5594,68.6841,""
1853,1.024e+06,2,64,1,-1,0.1794,0.0006,0.2289,0.004,13.4879,14.6008,68.4894,""
1854,1.024e+06,2,64,1,-1,0.1428,0.0007,0.1717,0.004096,13.7317,14.6328,68.3396,""
1855,1.024e+06,2,64,1,-1,0.2332,0.0009,0.3017,0.004096,12.9976,14.8262,67.4482,""
1856,1.024e+06,2,64,1,-1,0.1311,0.0005,0.1588,0.004096,13.6216,14.7015,68.0203,""
1857,1.024e+06,2,64,1,-1,0.1663,0.0005,0.2281,0.004096,13.5122,14.7718,67.6966,""
1858,1.024e+06,2,64,1,-1,0.1656,0.0004,0.2194,0.003072,13.4454,14.6488,68.265,""
1859,1.024e+06,2,64,1,-1,0.1695,0.0006,0.2247,0.003072,13.539,14.7135,67.9648,""
1860,1.024e+06,2,64,1,-1,0.1405,0.0005,0.1719,0.004032,13.8253,14.7013,68.0212,""
1861,1.024e+06,2,64,1,-1,0.1432,0.0005,0.1727,0.004096,13.6901,14.6822,68.1097,""
1862,1.024e+06,2,64,1,-1,0.1647,0.0007,0.2328,0.004096,13.4648,14.5799,68.5876,""
1863,1.024e+06,2,64,1,-1,0.1463,0.0005,0.1807,0.004064,13.8257,14.7445,67.8219,""
1864,1.024e+06,2,64,1,-1,0.1302,0.0006,0.1726,0.003072,13.7089,14.5594,68.6841,""
1865,1.024e+06,2,64,1,-1,0.2003,0.0006,0.2508,0.003072,13.4938,14.8722,67.2395,""
1866,1.024e+06,2,64,1,-1,0.1427,0.0005,0.2161,0.003072,13.898,14.9833,66.741,""
1867,1.024e+06,2,64,1,-1,0.1707,0.0009,0.2169,0.003072,13.6927,14.8078,67.532,""
1868,1.024e+06,2,64,1,-1,0.1424,0.0005,0.169,0.003072,13.8625,14.6656,68.1868,""
1869,1.024e+06,2,64,1,-1,0.1341,0.0007,0.169,0.003072,14.2121,15.1191,66.1415,""
1870,1.024e+06,2,64,1,-1,0.1673,0.0006,0.2419,0.004,13.2661,14.698,68.0365,""
1871,1.024e+06,2,64,1,-1,0.1439,0.0007,0.1716,0.003072,13.838,14.6702,68.1654,""
1872,1.024e+06,2,64,1,-1,0.1355,0.0005,0.1761,0.003072,13.7641,14.8004,67.5657,""
1873,1.024e+06,2,64,1,-1,0.1617,0.0005,0.2143,0.004096,13.8798,14.6873,68.086,""
1874,1.024e+06,2,64,1,-1,0.1809,0.0006,0.2348,0.004096,13.577,14.6421,68.2962,""
1875,1.024e+06,2,64,1,-1,0.1428,0.0005,0.1947,0.004096,13.7803,14.6858,68.093,""
1876,1.024e+06,2,64,1,-1,0.1585,0.0005,0.2083,0.003072,13.3523,14.6716,68.1589,""
1877,1.024e+06,2,64,1,-1,0.1622,0.0006,0.226,0.003968,13.5959,14.7379,67.8523,""
1878,1.024e+06,2,64,1,-1,0.1392,0.0005,0.1692,0.004096,13.6599,14.8489,67.3451,""
1879,1.024e+06,2,64,1,-1,0.171,0.0006,0.2424,0.004064,13.2954,14.8895,67.1614,""
1880,1.024e+06,2,64,1,-1,0.135,0.0006,0.1695,0.004096,13.7183,14.8073,67.5343,""
1881,1.024e+06,2,64,1,-1,0.1529,0.0005,0.2422,0.004096,13.3666,14.6864,68.0902,""
1882,1.024e+06,2,64,1,-1,0.2299,0.0007,0.2569,0.004096,13.407,14.8715,67.2427,""
1883,1.024e+06,2,64,1,-1,0.1357,0.0005,0.1837,0.004096,13.8096,14.7028,68.0143,""
1884,1.024e+06,2,64,1,-1,0.1473,0.0007,0.1807,0.004096,14.2632,15.1516,65.9996,""
1885,1.024e+06,2,64,1,-1,0.1724,0.0006,0.2276,0.003072,13.375,14.7449,67.8201,""
1886,1.024e+06,2,64,1,-1,0.2041,0.0006,0.2485,0.003072,13.8559,15.0073,66.6342,""
1887,1.024e+06,2,64,1,-1,0.1841,0.0007,0.2216,0.004096,13.591,14.673,68.1524,""
1888,1.024e+06,2,64,1,-1,0.1724,0.0006,0.227,0.004096,13.2091,14.795,67.5904,""
1889,1.024e+06,2,64,1,-1,0.171,0.0006,0.2237,0.004096,13.4136,14.6198,68.4004,""
1890,1.024e+06,2,64,1,-1,0.1656,0.0007,0.2238,0.003968,13.9792,14.7833,67.6439,""
1891,1.024e+06,2,64,1,-1,0.1581,0.0005,0.1968,0.004096,13.4218,14.6452,68.2818,""
1892,1.024e+06,2,64,1,-1,0.1617,0.0006,0.2281,0.004096,13.4657,14.6185,68.4065,""
1893,1.024e+06,2,64,1,-1,0.194,0.0006,0.2686,0.004096,13.7403,14.8585,67.3015,""
1894,1.024e+06,2,64,1,-1,0.2153,0.0007,0.2256,0.003072,13.0338,14.5741,68.6149,""
1895,1.024e+06,2,64,1,-1,0.1691,0.0005,0.1731,0.003072,13.5826,14.5996,68.495,""
1896,1.024e+06,2,64,1,-1,0.1699,0.0006,0.2358,0.004096,13.8248,15.04,66.4894,""
1897,1.024e+06,2,64,1,-1,0.1844,0.0006,0.2617,0.004096,13.0304,14.6013,68.4871,""
1898,1.024e+06,2,64,1,-1,0.1712,0.0006,0.2563,0.003072,13.0745,14.5998,68.4941,""
1899,1.024e+06,2,64,1,-1,0.1678,0.0005,0.2243,0.004096,13.707,15.0113,66.6165,""
1900,1.024e+06,2,64,1,-1,0.1546,0.0005,0.212,0.004096,13.421,14.6531,68.2449,""
1901,1.024e+06,2,64,1,-1,0.1422,0.0005,0.1728,0.004096,13.576,14.8367,67.4004,""
1902,1.024e+06,2,64,1,-1,0.1334,0.0005,0.1671,0.003072,13.3138,14.5796,68.589,""
1903,1.024e+06,2,64,1,-1,0.1799,0.0005,0.1718,0.003072,13.2999,14.6656,68.1868,""
1904,1.024e+06,2,64,1,-1,0.1513,0.0006,0.1803,0.004096,13.6274,14.9278,66.9891,""
1905,1.024e+06,2,64,1,-1,0.1951,0.0006,0.3151,0.004096,13.5037,14.6398,68.3069,""
1906,1.024e+06,2,64,1,-1,0.2184,0.0008,0.3143,0.004096,13.5448,14.6803,68.1185,""
1907,1.024e+06,2,64,1,-1,0.1765,0.0005,0.2297,0.003072,13.3185,14.6545,68.2384,""
1908,1.024e+06,2,64,1,-1,0.258,0.0007,0.272,0.004096,13.5581,14.6381,68.3149,""
1909,1.024e+06,2,64,1,-1,0.2222,0.0006,0.2158,0.004096,13.0712,14.6499,68.2599,""
1910,1.024e+06,2,64,1,-1,0.1786,0.0007,0.2297,0.003072,13.6216,14.6145,68.4252,""
1911,1.024e+06,2,64,1,-1,0.1787,0.0006,0.2297,0.004032,13.6966,14.7859,67.632,""
1912,1.024e+06,2,64,1,-1,0.1722,0.0006,0.2236,0.003072,13.6051,14.672,68.157,""
1913,1.024e+06,2,64,1,-1,0.1343,0.0006,0.2033,0.003072,13.778,14.8121,67.5124,""
1914,1.024e+06,2,64,1,-1,0.1391,0.0005,0.1734,0.004096,13.6634,14.9945,66.6911,""
1915,1.024e+06,2,64,1,-1,0.1764,0.0006,0.2229,0.003072,13.7177,14.8178,67.4864,""
1916,1.024e+06,2,64,1,-1,0.1303,0.0005,0.1683,0.003072,13.6652,14.8273,67.4432,""
1917,1.024e+06,2,64,1,-1,0.1669,0.0007,0.2277,0.003072,13.7076,14.7948,67.5913,""
1918,1.024e+06,2,64,1,-1,0.1561,0.0006,0.1683,0.003072,13.6408,14.7022,68.017,""
1919,1.024e+06,2,64,1,-1,0.1383,0.0005,0.1686,0.003072,14.0981,15.0327,66.5216,""
1920,1.024e+06,2,64,1,-1,0.1814,0.0006,0.2585,0.003072,13.231,14.8224,67.4655,""
1921,1.024e+06,2,64,1,-1,0.1514,0.0005,0.2567,0.003072,13.2883,14.5953,68.5152,""
1922,1.024e+06,2,64,1,-1,0.1677,0.0005,0.223,0.003072,13.8067,15.0002,66.6658,""
1923,1.024e+06,2,64,1,-1,0.1673,0.0005,0.2058,0.003072,13.3238,14.6153,68.4214,""
1924,1.024e+06,2,64,1,-1,0.1344,0.0007,0.1666,0.003072,13.7393,14.6356,68.3265,""
1925,1.024e+06,2,64,1,-1,0.1361,0.0006,0.1577,0.003072,13.7407,14.6382,68.3144,""
1926,1.024e+06,2,64,1,-1,0.1706,0.0006,0.219,0.004032,13.2903,14.6522,68.2491,""
1927,1.024e+06,2,64,1,-1,0.1775,0.0006,0.2236,0.003072,13.6356,14.6703,68.1649,""
1928,1.024e+06,2,64,1,-1,0.1319,0.009,0.1724,0.003968,13.766,14.7202,67.9339,""
1929,1.024e+06,2,64,1,-1,0.1542,0.0006,0.214,0.004096,13.7309,15.2307,65.6569,""
1930,1.024e+06,2,64,1,-1,0.1303,0.0005,0.1796,0.003072,14.3895,15.3039,65.3428,""
1931,1.024e+06,2,64,1,-1,0.1573,0.0005,0.262,0.003072,13.3852,14.6663,68.1835,""
1932,1.024e+06,2,64,1,-1,0.1605,0.0006,0.2134,0.003072,13.2602,14.6672,68.1793,""
1933,1.024e+06,2,64,1,-1,0.1832,0.0005,0.2633,0.003072,13.3374,14.77,67.7048,""
1934,1.024e+06,2,64,1,-1,0.1323,0.0005,0.1722,0.004096,13.7444,14.8222,67.4664,""
1935,1.024e+06,2,64,1,-1,0.1717,0.0005,0.2145,0.004096,13.3445,14.6206,68.3966,""
1936,1.024e+06,2,64,1,-1,0.163,0.0005,0.2329,0.003072,13.4937,14.6615,68.2058,""
1937,1.024e+06,2,64,1,-1,0.1544,0.0006,0.1659,0.003072,14.2068,14.9934,66.696,""
1938,1.024e+06,2,64,1,-1,0.2123,0.0006,0.2684,0.004096,13.0527,14.6767,68.1352,""
1939,1.024e+06,2,64,1,-1,0.1802,0.0006,0.2355,0.004096,13.5251,14.6107,68.443,""
1940,1.024e+06,2,64,1,-1,0.1308,0.0006,0.1669,0.004096,13.6432,14.6413,68.2999,""
1941,1.024e+06,2,64,1,-1,0.1748,0.0006,0.2157,0.003072,14.0205,14.9862,66.7281,""
1942,1.024e+06,2,64,1,-1,0.2532,0.0007,0.2931,0.003072,13.1783,14.6072,68.4594,""
1943,1.024e+06,2,64,1,-1,0.1373,0.0005,0.1761,0.004032,13.684,14.6391,68.3102,""
1944,1.024e+06,2,64,1,-1,0.1605,0.0004,0.2273,0.004096,13.6007,14.678,68.1292,""
1945,1.024e+06,2,64,1,-1,0.1771,0.0005,0.219,0.003072,13.4819,14.6241,68.3803,""
1946,1.024e+06,2,64,1,-1,0.1629,0.0008,0.2382,0.004032,13.5142,14.5948,68.5176,""
1947,1.024e+06,2,64,1,-1,0.18,0.0005,0.2138,0.004096,13.551,14.6104,68.4444,""
1948,1.024e+06,2,64,1,-1,0.1551,0.0005,0.1713,0.004096,13.6047,14.6386,68.3125,""
1949,1.024e+06,2,64,1,-1,0.1298,0.0006,0.1646,0.004032,13.7643,14.7129,67.9676,""
1950,1.024e+06,2,64,1,-1,0.1558,0.0007,0.2758,0.003072,13.7143,14.6736,68.1496,""
1951,1.024e+06,2,64,1,-1,0.163,0.0006,0.2389,0.004096,13.596,14.8049,67.5452,""
1952,1.024e+06,2,64,1,-1,0.134,0.0006,0.1617,0.004064,13.6478,14.5888,68.5457,""
1953,1.024e+06,2,64,1,-1,0.1677,0.0005,0.225,0.004032,13.7709,14.7725,67.6933,""
1954,1.024e+06,2,64,1,-1,0.1345,0.0006,0.1673,0.003072,13.6727,14.715,67.9579,""
1955,1.024e+06,2,64,1,-1,0.1604,0.0005,0.1732,0.004096,14.1057,14.9371,66.9474,""
1956,1.024e+06,2,64,1,-1,0.1725,0.0006,0.2396,0.004096,13.5994,14.7614,67.7443,""
1957,1.024e+06,2,64,1,-1,0.139,0.0006,0.1718,0.003072,13.8609,14.6549,68.2366,""
1958,1.024e+06,2,64,1,-1,0.1631,0.0007,0.2248,0.003072,13.8518,14.9887,66.7169,""
1959,1.024e+06,2,64,1,-1,0.1722,0.0006,0.2157,0.003072,13.8361,14.8591,67.2988,""
1960,1.024e+06,2,64,1,-1,0.1355,0.0005,0.1797,0.004064,13.8345,14.7074,67.993,""
1961,1.024e+06,2,64,1,-1,0.1673,0.0006,0.231,0.004096,13.6916,14.7278,67.8988,""
1962,1.024e+06,2,64,1,-1,0.1314,0.0005,0.1555,0.004064,13.3281,14.5897,68.5415,""
1963,1.024e+06,2,64,1,-1,0.1663,0.0005,0.2239,0.003072,13.473,14.7265,67.9048,""
1964,1.024e+06,2,64,1,-1,0.1636,0.0005,0.227,0.003072,13.4728,14.6942,68.0541,""
1965,1.024e+06,2,64,1,-1,0.1903,0.0006,0.2074,0.004096,13.0076,14.7589,67.7557,""
1966,1.024e+06,2,64,1,-1,0.1388,0.0005,0.1742,0.003072,13.6297,14.7853,67.6347,""
1967,1.024e+06,2,64,1,-1,0.1372,0.0005,0.1867,0.004096,13.8303,14.882,67.1953,""
1968,1.024e+06,2,64,1,-1,0.1908,0.0007,0.2678,0.003072,13.0834,14.6148,68.4238,""
1969,1.024e+06,2,64,1,-1,0.1825,0.0007,0.2849,0.004,13.2441,14.7382,67.8509,""
1970,1.024e+06,2,64,1,-1,0.1663,0.0005,0.2341,0.003072,13.3741,14.7126,67.969,""
1971,1.024e+06,2,64,1,-1,0.1858,0.0006,0.2623,0.004096,13.3833,15.1634,65.9483,""
1972,1.024e+06,2,64,1,-1,0.1366,0.0005,0.1681,0.003072,14.0132,14.8554,67.3156,""
1973,1.024e+06,2,64,1,-1,0.1989,0.0006,0.2272,0.003072,13.6775,14.7382,67.8509,""
1974,1.024e+06,2,64,1,-1,0.1387,0.0006,0.1922,0.003072,14.41,15.2696,65.4896,""
1975,1.024e+06,2,64,1,-1,0.1705,0.0005,0.2243,0.003072,13.6956,14.7686,67.7112,""
1976,1.024e+06,2,64,1,-1,0.1333,0.0006,0.1966,0.004096,13.9316,14.7316,67.8813,""
1977,1.024e+06,2,64,1,-1,0.1381,0.0005,0.1789,0.003072,13.8469,14.8601,67.2943,""
1978,1.024e+06,2,64,1,-1,0.1373,0.0006,0.1735,0.004096,13.565,14.885,67.1817,""
1979,1.024e+06,2,64,1,-1,0.1702,0.0006,0.233,0.003072,14.0139,15.2029,65.7769,""
